Account,Date,Support Ticket Count,Support Ticket Decline,Jira Ticket Count,Monthly Consumption,Consumption % as per committed transactions,POC NPS,DM NPS,Count of enabled B2C channels,Count of enabled B2B channels,Count of enabled warehouses,Count of enabled stores,Industry,Region,Customer Tenure (months),Last Engagement Score,Opportunity Score
Company_078,2025-04-01,7,3,3,116275.62,65.54,2,57,10,8,2,19,Finance,West,2,36.32,Low
Company_079,2025-04-01,16,5,7,98541.53,57.13,-86,98,2,10,3,14,E-commerce,Central,43,77.47,Low
Company_080,2025-04-01,14,7,5,46084.14,27.4,-98,-49,10,8,2,6,Logistics,Central,15,75.23,Low
Company_081,2025-04-01,8,4,3,61608.01,37.01,-92,100,9,8,4,7,E-commerce,Central,35,90.13,Low
Company_082,2025-04-01,7,0,2,106808.57,151.77,57,-57,10,0,2,7,E-commerce,West,24,30.73,Low
Company_083,2025-04-01,8,3,8,39093.2,55.04,67,-100,2,1,2,12,Logistics,East,48,46.55,Low
Company_084,2025-04-01,7,3,8,173056.49,167.55,-10,71,6,6,4,6,Finance,North,53,86.5,Medium
Company_085,2025-04-01,12,1,4,29198.89,33.61,32,-97,1,1,4,9,E-commerce,East,51,77.86,Medium
Company_086,2025-04-01,7,3,3,164672.42,373.81,85,43,9,5,2,8,E-commerce,East,54,39.35,Medium
Company_087,2025-04-01,11,4,6,18377.19,16.74,-43,55,3,7,3,18,Logistics,South,38,84.57,Low
Company_088,2025-04-01,6,0,5,18516.67,33.53,-99,-34,2,6,4,3,Healthcare,North,14,4.7,Low
Company_089,2025-04-01,10,0,8,187480.97,198.83,43,-82,8,4,2,3,E-commerce,West,37,78.2,High
Company_090,2025-04-01,6,2,6,44211.28,151.08,31,-35,8,9,2,14,Retail,South,37,20.68,Low
Company_091,2025-04-01,8,1,8,103124.91,66.57,-4,44,7,3,2,14,Finance,South,6,28.61,Low
Company_092,2025-04-01,14,7,5,13258.2,11.63,74,17,9,0,3,3,E-commerce,Central,18,49.32,Low
Company_093,2025-04-01,10,3,10,82732.65,54.12,-34,-83,6,10,1,7,Logistics,West,22,44.97,Low
Company_094,2025-04-01,11,3,3,47769.0,86.41,-20,5,5,8,4,0,Retail,East,18,52.06,Low
Company_095,2025-04-01,11,4,5,155762.04,636.08,79,-33,3,4,0,12,Logistics,East,51,54.48,Low
Company_096,2025-04-01,14,1,6,174425.9,203.07,72,91,5,1,4,5,E-commerce,East,2,33.15,Medium
Company_097,2025-04-01,10,4,6,178610.29,184.14,21,-20,5,3,4,8,Retail,Central,32,17.52,Low
Company_098,2025-04-01,12,0,2,24503.53,17.51,-54,91,10,3,3,6,Finance,East,17,76.85,Low
Company_099,2025-04-01,16,3,2,81624.17,60.18,-40,88,3,4,1,7,Finance,North,1,40.0,Low
Company_100,2025-04-01,10,2,3,129696.35,137.81,-49,-37,9,5,1,3,Finance,East,9,50.58,Low
Company_001,2025-05-01,9,0,2,41349.06,36.18,-70,-80,10,10,3,19,Healthcare,East,13,64.47,Low
Company_002,2025-05-01,4,0,2,166301.41,122.49,-99,95,8,0,3,11,Logistics,North,36,90.96,High
Company_003,2025-05-01,15,4,6,56998.63,28.93,58,-20,7,9,2,15,E-commerce,Central,37,70.76,Low
Company_004,2025-05-01,15,2,11,142432.94,83.34,-54,95,8,4,3,7,Retail,South,58,4.55,Low
Company_005,2025-05-01,17,9,5,63224.81,175.63,92,47,2,0,4,13,Logistics,West,30,83.86,High
Company_006,2025-05-01,3,1,7,27946.92,71.13,22,38,0,8,2,12,E-commerce,Central,31,98.94,Low
Company_007,2025-05-01,13,9,3,53467.12,67.81,75,98,2,7,0,16,Healthcare,East,23,47.25,Low
Company_008,2025-05-01,7,1,5,182090.02,166.41,17,-20,0,0,5,6,E-commerce,South,50,96.96,High
Company_009,2025-05-01,14,8,3,14303.13,42.34,-3,48,1,5,2,19,Logistics,West,28,54.73,Low
Company_010,2025-05-01,8,0,4,90538.44,1080.09,-34,-53,8,4,1,8,E-commerce,West,59,45.96,Medium
Company_011,2025-05-01,6,0,2,152780.03,117.49,20,56,5,5,1,15,Retail,West,10,33.14,Low
Company_012,2025-05-01,7,0,5,20583.45,402.96,8,-47,6,5,2,12,Healthcare,North,25,65.76,Medium
Company_013,2025-05-01,11,4,13,167434.56,118.72,-29,15,2,9,1,18,Retail,North,36,22.98,Low
Company_014,2025-05-01,12,2,5,122702.37,65.76,75,-42,1,4,1,17,Healthcare,South,26,10.49,Low
Company_015,2025-05-01,14,4,6,112911.53,86.43,10,-3,3,2,5,4,Healthcare,East,26,2.72,Low
Company_016,2025-05-01,10,2,3,19937.71,13.98,21,-98,2,6,3,4,E-commerce,South,45,29.24,Low
Company_017,2025-05-01,9,1,2,130620.07,70.97,61,32,8,5,3,9,Retail,East,13,39.58,Low
Company_018,2025-05-01,9,3,2,21068.86,12.44,-36,43,9,0,3,3,Healthcare,Central,17,55.21,Low
Company_019,2025-05-01,9,1,5,44099.36,24.73,76,-59,0,3,2,15,Healthcare,West,40,29.27,Low
Company_020,2025-05-01,8,0,7,161433.16,149.13,61,-76,7,5,2,11,E-commerce,West,4,98.41,Medium
Company_021,2025-05-01,12,3,4,150838.99,132.81,-8,43,8,4,2,0,Logistics,North,23,29.17,Low
Company_022,2025-05-01,14,4,5,187333.62,162.6,5,-69,5,10,4,6,Logistics,Central,35,44.1,Low
Company_023,2025-05-01,11,1,5,141628.28,1495.59,47,47,10,10,4,5,Finance,Central,11,10.33,Medium
Company_024,2025-05-01,14,8,5,197788.03,192.65,99,-28,5,5,5,16,Finance,East,12,26.06,Low
Company_025,2025-05-01,7,1,8,156329.55,125.39,24,98,7,1,3,19,Healthcare,Central,9,4.83,Low
Company_026,2025-05-01,4,1,6,171442.29,854.31,-27,18,10,2,1,20,Logistics,North,15,55.95,Low
Company_027,2025-05-01,8,0,3,16322.35,9.49,-14,7,10,9,4,12,Healthcare,East,45,75.11,Medium
Company_028,2025-05-01,9,3,6,21869.31,135.79,-82,-80,2,5,1,10,Retail,South,37,19.57,Low
Company_029,2025-05-01,9,1,6,56384.73,31.16,-19,67,4,4,4,20,Logistics,East,5,36.79,Low
Company_030,2025-05-01,8,4,5,9357.26,5.75,1,-31,7,5,5,18,Logistics,South,19,1.66,Low
Company_031,2025-05-01,10,4,6,50484.59,47.89,33,15,6,2,1,0,Logistics,East,11,83.95,Low
Company_032,2025-05-01,8,3,4,159952.22,105.58,-68,86,3,10,2,2,Finance,West,9,78.0,Low
Company_033,2025-05-01,16,7,3,133074.83,107.32,-47,-58,6,1,0,2,E-commerce,South,35,6.33,Low
Company_034,2025-05-01,12,3,6,45960.32,29.11,21,40,0,0,3,16,E-commerce,North,50,36.49,Low
Company_035,2025-05-01,12,4,8,162073.11,109.84,95,-79,1,4,4,4,Finance,South,27,95.53,Medium
Company_036,2025-05-01,10,3,5,115250.11,485.57,-79,67,6,4,1,7,Finance,South,13,39.2,Low
Company_037,2025-05-01,10,1,4,51223.09,32.84,88,-28,7,10,1,4,Finance,East,57,52.62,Low
Company_038,2025-05-01,7,2,3,78844.68,56.12,34,-57,0,0,5,11,E-commerce,West,12,35.52,Low
Company_039,2025-05-01,13,4,8,164905.43,2408.2,-17,21,7,8,2,17,Healthcare,East,9,59.61,Low
Company_040,2025-05-01,16,5,3,171208.27,119.75,13,-66,8,2,4,19,Finance,East,42,97.82,Medium
Company_041,2025-05-01,11,2,3,119866.73,106.84,16,61,10,9,3,16,Healthcare,West,28,99.75,High
Company_042,2025-05-01,9,1,4,47360.53,30.95,63,63,8,4,2,15,Healthcare,East,13,77.47,Medium
Company_043,2025-05-01,9,1,8,23654.4,190.86,38,-42,1,7,2,11,Retail,West,20,40.43,Low
Company_044,2025-05-01,10,2,3,25867.08,41.68,5,-34,2,4,0,0,E-commerce,North,52,49.44,Low
Company_045,2025-05-01,10,2,3,49159.82,27.3,33,94,2,5,2,15,Healthcare,West,13,35.67,Low
Company_046,2025-05-01,15,5,6,94417.01,214.75,36,-98,7,7,2,0,E-commerce,Central,27,98.56,Medium
Company_047,2025-05-01,13,3,4,89817.03,334.7,96,10,4,9,1,0,E-commerce,West,26,70.78,Medium
Company_048,2025-05-01,14,5,4,174258.82,109.22,40,-5,3,6,4,13,Retail,West,29,44.89,Low
Company_049,2025-05-01,11,2,4,161496.92,140.09,1,-37,2,10,3,12,E-commerce,Central,29,1.21,Medium
Company_050,2025-05-01,15,5,4,91611.02,232.0,-44,-33,1,6,5,7,Healthcare,West,22,52.05,Low
Company_051,2025-05-01,12,2,2,21485.95,10.9,32,95,9,10,2,9,Logistics,South,9,98.39,Medium
Company_052,2025-05-01,11,1,3,132023.07,120.78,66,90,8,4,3,6,Healthcare,East,24,52.31,Medium
Company_053,2025-05-01,10,3,6,102551.58,59.76,-83,-54,2,4,0,20,Healthcare,East,42,18.24,Low
Company_054,2025-05-01,11,6,2,56661.52,117.68,16,58,7,4,5,19,E-commerce,North,19,2.21,Low
Company_055,2025-05-01,7,1,5,165325.67,105.41,25,-52,5,0,1,1,Healthcare,North,38,35.47,Medium
Company_056,2025-05-01,7,1,3,84233.86,757.3,36,-95,2,1,2,8,Logistics,Central,31,91.82,High
Company_057,2025-05-01,9,3,4,137429.91,136.28,-68,83,7,0,1,2,E-commerce,South,39,99.66,Medium
Company_058,2025-05-01,5,0,5,56734.74,41.97,-62,-97,7,3,2,13,Finance,North,15,94.54,Low
Company_059,2025-05-01,9,1,5,179023.1,137.15,-21,27,5,7,5,1,Healthcare,East,54,72.94,High
Company_060,2025-05-01,10,1,5,116670.76,80.55,-16,-80,2,0,2,12,Healthcare,North,32,55.81,Low
Company_061,2025-05-01,10,1,3,81330.02,41.07,-82,39,7,2,1,8,Retail,North,51,59.07,Low
Company_062,2025-05-01,7,1,8,173756.1,200.93,-3,-97,1,3,3,14,Finance,West,46,53.9,Medium
Company_063,2025-05-01,12,5,2,173321.53,230.5,-37,88,0,3,3,3,Finance,North,48,70.7,Medium
Company_064,2025-05-01,6,1,6,75710.31,253.06,33,70,3,7,3,9,Logistics,Central,46,41.89,High
Company_065,2025-05-01,6,1,1,57211.57,49.1,-18,-60,10,0,5,17,Finance,East,29,66.92,Low
Company_066,2025-05-01,14,3,9,59861.02,49.44,33,-69,4,7,5,9,Retail,Central,57,12.16,Low
Company_067,2025-05-01,12,0,3,156814.4,227.2,-50,-8,0,10,1,3,Logistics,Central,52,26.57,Medium
Company_068,2025-05-01,10,1,8,78513.8,75.63,-40,62,6,5,0,5,Finance,South,34,83.6,Medium
Company_069,2025-05-01,10,4,4,89153.09,68.59,-30,49,1,6,1,0,Logistics,West,9,90.37,Low
Company_070,2025-05-01,17,1,7,115316.94,183.0,-90,48,7,9,1,11,Finance,Central,35,53.9,Medium
Company_071,2025-05-01,11,2,8,131668.28,888.4,97,-78,3,2,3,2,Finance,South,6,3.16,Low
Company_072,2025-05-01,11,6,5,138334.14,209.96,75,58,5,10,0,1,Finance,East,37,92.7,High
Company_073,2025-05-01,15,3,6,156810.29,101.06,-9,65,2,8,0,4,Healthcare,East,14,70.21,Low
Company_074,2025-05-01,16,1,4,144749.17,73.77,24,-41,5,8,5,11,Finance,South,47,41.4,Low
Company_075,2025-05-01,9,1,4,145300.44,243.58,12,87,3,0,5,12,Healthcare,Central,50,59.84,Medium
Company_076,2025-05-01,12,6,4,136150.6,97.5,-9,85,2,4,0,15,E-commerce,Central,49,42.98,Low
Company_077,2025-05-01,3,0,3,145261.12,160.26,80,12,8,4,4,15,Retail,West,9,46.53,Low
Company_078,2025-05-01,11,4,6,39428.07,30.61,-52,45,2,8,2,10,Logistics,West,19,88.68,Low
Company_079,2025-05-01,8,1,3,67470.58,156.26,87,19,4,9,4,5,Logistics,East,23,16.11,Low
Company_080,2025-05-01,7,2,6,34122.95,44.39,-83,35,2,7,2,8,E-commerce,West,57,10.37,Low
Company_081,2025-05-01,9,1,9,6265.18,4.39,38,-7,7,0,5,16,Finance,South,41,0.27,Low
Company_082,2025-05-01,16,6,5,147695.54,97.43,-3,87,2,0,4,11,Retail,East,28,31.4,Low
Company_083,2025-05-01,12,0,3,192006.65,182.04,98,58,3,5,5,2,E-commerce,Central,16,14.74,Medium
Company_084,2025-05-01,11,1,1,81106.37,61.15,68,37,6,3,4,15,E-commerce,East,26,22.0,Medium
Company_085,2025-05-01,7,2,3,98929.11,91.43,96,41,2,9,2,10,Logistics,North,38,1.12,Medium
Company_086,2025-05-01,17,3,2,72305.71,857.72,4,64,5,1,0,16,Healthcare,East,40,22.72,Medium
Company_087,2025-05-01,7,0,6,93498.39,52.98,68,-83,0,2,1,1,Healthcare,West,25,33.27,Low
Company_088,2025-05-01,15,6,10,52793.9,36.57,-49,-73,7,3,0,1,Finance,South,35,3.16,Low
Company_089,2025-05-01,10,5,6,142299.44,103.02,46,64,6,10,3,16,Finance,Central,54,60.79,Medium
Company_090,2025-05-01,9,1,7,158053.82,807.0,59,79,9,4,0,11,E-commerce,Central,5,56.88,Medium
Company_091,2025-05-01,13,2,3,38010.81,25.82,-44,55,1,0,1,20,Finance,West,7,9.7,Low
Company_092,2025-05-01,7,0,2,87753.47,79.19,25,-80,7,10,0,11,Healthcare,West,23,59.5,Low
Company_093,2025-05-01,9,2,4,37304.32,45.47,42,90,6,5,5,1,Retail,West,25,99.87,Medium
Company_094,2025-05-01,8,0,6,120460.91,164.12,57,-32,8,0,5,2,Logistics,North,1,94.45,Medium
Company_095,2025-05-01,7,1,6,158488.96,94.34,-23,-81,3,8,0,3,Healthcare,South,22,0.27,Low
Company_096,2025-05-01,10,0,6,128573.4,161.49,85,-41,8,6,1,6,Finance,North,53,79.54,High
Company_097,2025-05-01,11,3,5,36158.18,45.37,34,68,3,9,5,5,Logistics,West,4,35.36,Low
Company_098,2025-05-01,17,3,0,153819.01,102.11,42,91,8,6,5,3,Logistics,South,58,6.37,High
Company_099,2025-05-01,10,2,5,196444.63,133.15,96,63,9,5,5,14,E-commerce,West,28,29.6,Medium
Company_100,2025-05-01,14,7,5,76063.23,96.18,79,70,6,1,1,5,Finance,South,48,32.17,Medium
Company_001,2025-06-01,13,8,9,199736.34,451.58,40,2,8,5,5,5,E-commerce,Central,59,52.32,Low
Company_002,2025-06-01,10,0,3,190336.24,160.86,36,53,7,5,2,17,Logistics,North,14,66.11,Medium
Company_003,2025-06-01,13,2,5,23715.26,28.87,-17,-5,6,10,3,10,E-commerce,West,33,74.91,Medium
Company_004,2025-06-01,10,2,7,68505.01,625.95,55,-39,9,8,1,12,Finance,West,4,24.59,Low
Company_005,2025-06-01,16,9,2,174464.18,133.74,96,40,4,5,3,14,Healthcare,East,42,32.18,Medium
Company_006,2025-06-01,7,2,8,82042.26,44.0,1,-100,0,4,4,0,Retail,Central,11,30.84,Low
Company_007,2025-06-01,11,1,6,157611.05,117.23,32,-66,4,0,2,7,Healthcare,West,39,36.27,Medium
Company_008,2025-06-01,12,1,3,184549.14,94.71,-46,-20,0,4,4,16,Logistics,North,32,99.97,High
Company_009,2025-06-01,11,1,6,77971.5,61.87,42,46,9,2,0,1,Healthcare,Central,4,77.79,Medium
Company_010,2025-06-01,13,6,11,107253.22,63.36,17,-9,2,2,2,11,E-commerce,West,1,97.5,Low
Company_011,2025-06-01,7,0,5,184813.48,467.44,49,-37,3,4,2,2,Finance,North,26,69.31,Medium
Company_012,2025-06-01,10,4,10,80745.2,89.81,46,2,9,3,5,2,Healthcare,East,33,40.63,Low
Company_013,2025-06-01,4,2,6,33695.75,102.21,85,-17,7,2,3,18,Healthcare,East,17,38.97,Low
Company_014,2025-06-01,6,1,9,77721.77,65.28,-76,52,10,4,0,18,Finance,North,27,48.86,Low
Company_015,2025-06-01,4,0,2,119534.15,1075.84,-3,-80,0,5,2,13,E-commerce,Central,42,41.69,Medium
Company_016,2025-06-01,5,0,4,171792.8,94.54,6,-70,3,10,4,0,Retail,North,5,82.83,Medium
Company_017,2025-06-01,12,4,2,141270.01,73.89,62,99,10,6,0,9,Healthcare,North,7,46.5,Low
Company_018,2025-06-01,12,1,5,46675.62,34.56,34,-90,5,8,4,4,Logistics,East,25,29.56,Low
Company_019,2025-06-01,10,3,8,49867.7,40.15,-17,28,3,2,0,12,E-commerce,East,8,77.49,Low
Company_020,2025-06-01,10,2,5,74386.92,53.89,14,92,9,9,4,2,E-commerce,East,34,85.44,Low
Company_021,2025-06-01,19,5,6,148193.06,100.97,-44,10,4,6,1,4,Healthcare,West,41,42.04,Low
Company_022,2025-06-01,9,2,3,37515.39,40.17,-14,-79,7,9,5,1,Finance,West,4,66.78,Low
Company_023,2025-06-01,7,1,3,174709.24,92.84,40,2,4,1,3,16,Healthcare,South,12,5.88,Low
Company_024,2025-06-01,4,1,7,166319.01,119.95,11,98,2,2,3,17,Healthcare,West,58,52.95,Low
Company_025,2025-06-01,10,1,6,132951.55,83.48,-50,24,6,10,4,6,Finance,Central,31,4.5,Low
Company_026,2025-06-01,9,1,5,23117.77,29.41,43,57,8,3,1,2,Logistics,Central,11,2.92,Low
Company_027,2025-06-01,8,2,12,61838.73,31.89,-32,98,6,5,5,18,Finance,East,37,61.29,Low
Company_028,2025-06-01,8,2,3,171483.8,106.17,-78,-72,10,6,3,11,Healthcare,North,44,30.33,Low
Company_029,2025-06-01,12,0,3,195577.46,163.51,-11,-52,5,5,4,20,Retail,East,59,74.25,High
Company_030,2025-06-01,10,4,5,44739.8,404.29,-94,97,4,2,2,19,Finance,North,53,89.61,Medium
Company_031,2025-06-01,10,3,3,163427.97,142.66,13,59,2,7,0,7,Logistics,East,36,13.94,Low
Company_032,2025-06-01,8,0,6,181370.43,156.52,-49,75,5,2,5,2,Finance,East,45,72.45,High
Company_033,2025-06-01,7,1,4,167133.38,97.93,-72,89,0,3,4,4,Finance,Central,22,51.45,Low
Company_034,2025-06-01,11,3,8,61687.45,55.56,-27,-97,5,1,2,14,E-commerce,North,1,11.21,Low
Company_035,2025-06-01,8,0,6,125154.92,238.51,20,-95,5,3,5,17,E-commerce,South,50,65.16,Medium
Company_036,2025-06-01,11,3,7,103624.26,110.39,-46,-48,8,8,2,17,Healthcare,South,4,60.95,Low
Company_037,2025-06-01,13,2,11,5818.45,13.96,23,59,2,10,0,12,Healthcare,East,36,51.56,Low
Company_038,2025-06-01,9,2,3,84791.93,42.74,49,69,8,0,2,5,Finance,East,8,92.65,Low
Company_039,2025-06-01,7,2,2,159149.13,137.81,-85,-28,3,9,2,1,Retail,Central,25,52.11,Low
Company_040,2025-06-01,12,1,6,140451.35,176.76,19,67,0,1,3,8,Healthcare,North,28,99.05,High
Company_041,2025-06-01,6,0,7,118662.77,95.47,69,68,5,1,0,9,Finance,East,52,50.92,High
Company_042,2025-06-01,12,3,5,103633.08,84.13,66,-2,3,6,4,3,Finance,South,38,11.59,Low
Company_043,2025-06-01,7,0,5,151566.01,188.47,-20,24,9,8,0,5,Finance,North,36,47.05,Medium
Company_044,2025-06-01,15,8,6,150492.4,526.11,-50,28,7,8,5,0,Finance,East,36,18.23,Low
Company_045,2025-06-01,7,1,7,177219.31,154.91,-90,-37,8,4,2,15,Finance,North,43,59.71,Medium
Company_046,2025-06-01,13,1,2,38032.83,23.74,0,90,2,0,2,11,E-commerce,Central,41,69.31,Low
Company_047,2025-06-01,11,1,5,124618.12,1153.28,-10,60,4,3,4,8,Logistics,South,46,46.84,Medium
Company_048,2025-06-01,10,0,6,56379.26,128.21,-85,60,4,6,0,17,Logistics,North,4,9.77,Low
Company_049,2025-06-01,7,0,4,57259.31,70.11,-29,-43,2,5,3,4,Finance,South,13,46.86,Low
Company_050,2025-06-01,8,1,8,68290.04,1068.64,-78,86,6,8,5,19,Healthcare,East,38,8.15,Medium
Company_051,2025-06-01,12,1,5,155521.72,123.05,60,75,3,6,1,18,Retail,West,45,68.21,High
Company_052,2025-06-01,10,4,8,17826.46,11.59,-61,9,4,9,2,14,Finance,North,25,79.04,Low
Company_053,2025-06-01,8,2,2,184380.77,170.05,38,-67,3,10,1,18,Retail,South,3,96.24,Low
Company_054,2025-06-01,9,3,3,10136.05,5.12,38,75,3,2,2,16,E-commerce,North,55,14.88,Low
Company_055,2025-06-01,8,0,6,32229.49,30.71,-66,10,2,10,4,5,Logistics,East,32,53.24,Low
Company_056,2025-06-01,8,1,4,49847.97,39.71,-19,-83,8,8,5,3,E-commerce,East,39,56.75,Low
Company_057,2025-06-01,4,0,3,75204.08,42.14,-53,-19,2,0,2,13,Healthcare,South,1,92.25,Low
Company_058,2025-06-01,12,1,7,184768.25,1184.0,5,-23,7,10,5,8,Healthcare,Central,11,62.73,Low
Company_059,2025-06-01,8,3,3,123864.36,89.8,-62,99,3,1,1,5,Finance,North,2,14.55,Low
Company_060,2025-06-01,10,6,10,113194.23,77.62,-94,95,9,9,2,19,Healthcare,North,5,43.64,Low
Company_061,2025-06-01,10,1,9,144218.83,90.39,45,56,3,9,1,7,Healthcare,East,56,65.48,High
Company_062,2025-06-01,10,3,5,192236.74,147.89,75,-94,5,1,5,15,E-commerce,North,22,70.03,Low
Company_063,2025-06-01,11,2,9,16093.05,88.93,-66,28,9,7,5,20,Retail,South,46,86.31,Medium
Company_064,2025-06-01,12,5,5,159991.9,321.8,-5,-53,6,7,3,4,Logistics,West,13,18.05,Low
Company_065,2025-06-01,12,1,3,81362.37,415.23,-59,-51,3,0,3,0,Healthcare,East,48,95.15,High
Company_066,2025-06-01,10,3,6,11418.18,9.24,-31,5,3,10,1,6,Healthcare,West,23,5.91,Low
Company_067,2025-06-01,10,0,6,38942.51,38.84,-84,-55,7,9,3,10,E-commerce,North,47,98.38,Medium
Company_068,2025-06-01,13,6,5,51554.0,44.54,17,-37,6,6,0,19,Logistics,Central,31,85.78,Low
Company_069,2025-06-01,14,3,5,8651.32,6.02,88,-3,5,6,4,18,E-commerce,South,35,66.03,Low
Company_070,2025-06-01,12,4,5,120281.03,62.01,52,37,8,10,5,1,Retail,North,38,73.5,Medium
Company_071,2025-06-01,8,1,5,79308.78,50.83,33,-73,7,7,0,7,E-commerce,South,41,7.27,Low
Company_072,2025-06-01,12,4,4,123729.08,68.52,32,37,6,0,4,12,Logistics,North,35,4.15,Low
Company_073,2025-06-01,8,2,5,98524.68,73.9,32,95,10,0,1,9,Logistics,North,45,10.18,Low
Company_074,2025-06-01,9,0,3,13976.46,7.08,12,1,4,4,3,5,Healthcare,North,13,8.74,Low
Company_075,2025-06-01,8,4,5,36847.87,28.36,8,-25,9,0,5,16,Retail,East,54,54.74,Low
Company_076,2025-06-01,13,1,8,167638.24,2217.14,-64,18,10,7,0,16,Finance,West,7,21.54,Low
Company_077,2025-06-01,8,2,3,52267.59,88.39,-72,-54,9,8,1,12,Healthcare,Central,5,86.02,Low
Company_078,2025-06-01,15,8,7,191710.65,203.01,5,-18,7,0,1,14,E-commerce,West,58,44.57,Low
Company_079,2025-06-01,7,1,3,96960.96,76.15,51,82,3,7,0,8,E-commerce,West,29,69.55,Medium
Company_080,2025-06-01,14,1,3,74872.97,56.55,-18,77,10,2,5,3,Logistics,South,8,65.29,Low
Company_081,2025-06-01,7,2,5,193451.77,270.28,-77,-71,7,10,2,2,Logistics,East,8,31.99,Low
Company_082,2025-06-01,10,4,6,111804.56,59.22,34,81,6,8,4,5,Logistics,East,54,24.32,Low
Company_083,2025-06-01,6,2,3,191710.85,100.47,-4,40,6,0,1,10,Finance,North,7,34.25,Low
Company_084,2025-06-01,8,0,5,109033.99,162.72,44,68,2,2,1,5,Finance,West,19,79.67,High
Company_085,2025-06-01,10,1,3,175061.53,165.54,96,82,0,6,2,9,Healthcare,Central,39,58.63,High
Company_086,2025-06-01,9,3,6,123913.27,67.14,86,96,7,4,5,5,Finance,South,23,25.35,Low
Company_087,2025-06-01,5,2,5,37480.42,257.81,-70,-67,3,0,4,8,Logistics,East,36,81.78,Medium
Company_088,2025-06-01,9,1,10,64801.42,76.81,-97,17,7,7,4,0,Healthcare,North,42,5.48,Low
Company_089,2025-06-01,11,5,5,192440.77,363.7,55,26,3,3,4,15,Healthcare,Central,32,69.92,Low
Company_090,2025-06-01,9,2,2,17565.34,11.86,16,4,7,1,4,19,Retail,West,45,43.91,Low
Company_091,2025-06-01,10,0,5,93479.64,54.66,-99,-38,8,4,4,20,Finance,Central,4,73.13,Low
Company_092,2025-06-01,12,5,11,71704.98,38.45,42,-47,0,2,1,1,E-commerce,East,30,92.75,Low
Company_093,2025-06-01,11,3,4,57618.33,39.88,67,-11,0,2,0,18,E-commerce,South,51,75.0,Low
Company_094,2025-06-01,17,2,10,111687.45,63.13,54,-24,5,1,0,3,Retail,West,42,44.2,Low
Company_095,2025-06-01,9,2,2,162882.2,98.4,6,-55,2,10,2,19,Logistics,South,39,15.1,Low
Company_096,2025-06-01,12,4,7,135168.12,102.63,69,77,9,9,4,5,Retail,Central,5,80.64,Medium
Company_097,2025-06-01,14,3,8,77623.22,291.22,16,91,9,5,0,2,Logistics,Central,3,46.07,Low
Company_098,2025-06-01,6,2,3,66098.93,76.45,96,-24,5,5,3,2,Finance,North,22,7.53,Low
Company_099,2025-06-01,6,0,9,40420.43,29.1,94,9,8,1,2,15,Finance,West,28,71.91,Medium
Company_100,2025-06-01,12,1,8,15328.45,19.69,-66,-69,4,5,4,13,Healthcare,Central,22,29.19,Low
